Header:
#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A3700F
#Date Time: 2022-10-28 16:23:37.780
#Sample rate: 50000Hz
#Samples: 1299048

time, angle, A, B
6.444740, 31.816406, 1, 0
6.446480, 31.992188, 1, 1
6.448300, 32.167969, 0, 1
6.450400, 32.343750, 0, 0
6.452020, 32.519531, 1, 0
6.453680, 32.695312, 1, 1
6.455320, 32.871094, 0, 1
6.457340, 33.046875, 0, 0
6.459060, 33.222656, 1, 0
6.460680, 33.398438, 1, 1
6.462320, 33.574219, 0, 1
6.464300, 33.750000, 0, 0
6.465840, 33.925781, 1, 0
6.467440, 34.101562, 1, 1
6.469100, 34.277344, 0, 1
6.471100, 34.453125, 0, 0
6.472620, 34.628906, 1, 0
6.474260, 34.804688, 1, 1
6.475940, 34.980469, 0, 1
6.477980, 35.156250, 0, 0
6.479520, 35.332031, 1, 0
6.481200, 35.507812, 1, 1
6.483020, 35.683594, 0, 1
6.485100, 35.859375, 0, 0
6.486740, 36.035156, 1, 0
6.488460, 36.210938, 1, 1
6.490280, 36.386719, 0, 1
6.492400, 36.562500, 0, 0
6.494080, 36.738281, 1, 0
6.495860, 36.914062, 1, 1
6.497780, 37.089844, 0, 1
6.499980, 37.265625, 0, 0
6.501700, 37.441406, 1, 0
6.503520, 37.617188, 1, 1
6.505420, 37.792969, 0, 1
6.507640, 37.968750, 0, 0
6.509360, 38.144531, 1, 0
6.511180, 38.320312, 1, 1
6.513060, 38.496094, 0, 1
6.515280, 38.671875, 0, 0
6.516940, 38.847656, 1, 0
6.518720, 39.023438, 1, 1
6.520560, 39.199219, 0, 1
6.522740, 39.375000, 0, 0
6.524360, 39.550781, 1, 0
6.526120, 39.726562, 1, 1
6.527900, 39.902344, 0, 1
6.530060, 40.078125, 0, 0
6.531720, 40.253906, 1, 0
6.533480, 40.429688, 1, 1
6.535340, 40.605469, 0, 1
6.537520, 40.781250, 0, 0
6.539220, 40.957031, 1, 0
6.541000, 41.132812, 1, 1
6.542900, 41.308594, 0, 1
6.545120, 41.484375, 0, 0
6.546900, 41.660156, 1, 0
6.548760, 41.835938, 1, 1
6.550700, 42.011719, 0, 1
6.553020, 42.187500, 0, 0
6.554820, 42.363281, 1, 0
6.556780, 42.539062, 1, 1
6.558840, 42.714844, 0, 1
6.561280, 42.890625, 0, 0
6.563200, 43.066406, 1, 0
6.565260, 43.242188, 1, 1
6.567420, 43.417969, 0, 1
6.569940, 43.593750, 0, 0
6.571860, 43.769531, 1, 0
6.574000, 43.945312, 1, 1
6.576280, 44.121094, 0, 1
6.578980, 44.296875, 0, 0
6.580980, 44.472656, 1, 0
6.583220, 44.648438, 1, 1
6.585560, 44.824219, 0, 1
6.588440, 45.000000, 0, 0
6.590600, 45.175781, 1, 0
6.592980, 45.351562, 1, 1
6.595540, 45.527344, 0, 1
6.598480, 45.703125, 0, 0
6.600940, 45.878906, 1, 0
6.603380, 46.054688, 1, 1
6.605980, 46.230469, 0, 1
6.608920, 46.406250, 0, 0
6.611240, 46.582031, 1, 0
6.613580, 46.757812, 1, 1
6.616060, 46.933594, 0, 1
6.618840, 47.109375, 0, 0
6.621020, 47.285156, 1, 0
6.623180, 47.460938, 1, 1
6.625340, 47.636719, 0, 1
6.627920, 47.812500, 0, 0
6.629680, 47.988281, 1, 0
6.631700, 48.164062, 1, 1
6.633740, 48.339844, 0, 1
6.636180, 48.515625, 0, 0
6.637980, 48.691406, 1, 0
6.639920, 48.867188, 1, 1
6.641880, 49.042969, 0, 1
6.644220, 49.218750, 0, 0
6.646080, 49.394531, 1, 0
6.648000, 49.570312, 1, 1
6.650060, 49.746094, 0, 1
6.652420, 49.921875, 0, 0
6.654360, 50.097656, 1, 0
6.656300, 50.273438, 1, 1
6.658380, 50.449219, 0, 1
6.660820, 50.625000, 0, 0
6.662720, 50.800781, 1, 0
6.664740, 50.976562, 1, 1
6.666840, 51.152344, 0, 1
6.669420, 51.328125, 0, 0
6.671360, 51.503906, 1, 0
6.673520, 51.679688, 1, 1
6.675760, 51.855469, 0, 1
6.678480, 52.031250, 0, 0
6.680600, 52.207031, 1, 0
6.682880, 52.382812, 1, 1
6.685300, 52.558594, 0, 1
6.688140, 52.734375, 0, 0
6.690420, 52.910156, 1, 0
6.692800, 53.085938, 1, 1
6.695320, 53.261719, 0, 1
6.698240, 53.437500, 0, 0
6.700500, 53.613281, 1, 0
6.702920, 53.789062, 1, 1
6.705500, 53.964844, 0, 1
6.708460, 54.140625, 0, 0
6.710860, 54.316406, 1, 0
6.713320, 54.492188, 1, 1
6.715920, 54.667969, 0, 1
6.719020, 54.843750, 0, 0
6.721460, 55.019531, 1, 0
6.724060, 55.195312, 1, 1
6.726820, 55.371094, 0, 1
6.730080, 55.546875, 0, 0
6.732660, 55.722656, 1, 0
6.735420, 55.898438, 1, 1
6.738280, 56.074219, 0, 1
6.741720, 56.250000, 0, 0
6.744400, 56.425781, 1, 0
6.747320, 56.601562, 1, 1
6.750380, 56.777344, 0, 1
6.754060, 56.953125, 0, 0
6.756980, 57.128906, 1, 0
6.760120, 57.304688, 1, 1
6.763480, 57.480469, 0, 1
6.767440, 57.656250, 0, 0
6.770500, 57.832031, 1, 0
6.773780, 58.007812, 1, 1
6.777220, 58.183594, 0, 1
6.781300, 58.359375, 0, 0
6.784500, 58.535156, 1, 0
6.787900, 58.710938, 1, 1
6.791440, 58.886719, 0, 1
6.795700, 59.062500, 0, 0
6.799100, 59.238281, 1, 0
6.802700, 59.414062, 1, 1
6.806500, 59.589844, 0, 1
6.811080, 59.765625, 0, 0
6.814860, 59.941406, 1, 0
6.818960, 60.117188, 1, 1
6.823460, 60.292969, 0, 1
6.828860, 60.468750, 0, 0
6.833320, 60.644531, 1, 0
6.838040, 60.820312, 1, 1
6.843100, 60.996094, 0, 1
6.849200, 61.171875, 0, 0
6.853740, 61.347656, 1, 0
6.858920, 61.523438, 1, 1
6.864540, 61.699219, 0, 1
6.871240, 61.875000, 0, 0
6.876320, 62.050781, 1, 0
6.881560, 62.226562, 1, 1
6.886600, 62.402344, 0, 1
6.892540, 62.578125, 0, 0
6.897020, 62.753906, 1, 0
6.901980, 62.929688, 1, 1
6.907540, 63.105469, 0, 1
6.914700, 63.281250, 0, 0
6.921020, 63.457031, 1, 0
6.927900, 63.632812, 1, 1
6.935000, 63.808594, 0, 1
6.942960, 63.984375, 0, 0
6.948820, 64.160156, 1, 0
6.954640, 64.335938, 1, 1
6.960380, 64.511719, 0, 1
6.966720, 64.687500, 0, 0
6.971700, 64.863281, 1, 0
6.976720, 65.039062, 1, 1
6.981840, 65.214844, 0, 1
6.987500, 65.390625, 0, 0
6.991860, 65.566406, 1, 0
6.996400, 65.742188, 1, 1
7.001020, 65.917969, 0, 1
7.006560, 66.093750, 0, 0
7.010800, 66.269531, 1, 0
7.015480, 66.445312, 1, 1
7.020400, 66.621094, 0, 1
7.026360, 66.796875, 0, 0
7.030900, 66.972656, 1, 0
7.035580, 67.148438, 1, 1
7.040200, 67.324219, 0, 1
7.045620, 67.500000, 0, 0
7.049760, 67.675781, 1, 0
7.053980, 67.851562, 1, 1
7.058360, 68.027344, 0, 1
7.063100, 68.203125, 0, 0
7.066800, 68.378906, 1, 0
7.070340, 68.554688, 1, 1
7.073880, 68.730469, 0, 1
7.077780, 68.906250, 0, 0
7.080740, 69.082031, 1, 0
7.083720, 69.257812, 1, 1
7.086860, 69.433594, 0, 1
7.090280, 69.609375, 0, 0
7.092920, 69.785156, 1, 0
7.095660, 69.960938, 1, 1
7.098500, 70.136719, 0, 1
7.101740, 70.312500, 0, 0
7.104260, 70.488281, 1, 0
7.106900, 70.664062, 1, 1
7.109620, 70.839844, 0, 1
7.112780, 71.015625, 0, 0
7.115220, 71.191406, 1, 0
7.117780, 71.367188, 1, 1
7.120440, 71.542969, 0, 1
7.123500, 71.718750, 0, 0
7.125960, 71.894531, 1, 0
7.128460, 72.070312, 1, 1
7.130940, 72.246094, 0, 1
7.133920, 72.421875, 0, 0
7.136160, 72.597656, 1, 0
7.138560, 72.773438, 1, 1
7.141040, 72.949219, 0, 1
7.143900, 73.125000, 0, 0
7.146120, 73.300781, 1, 0
7.148440, 73.476562, 1, 1
7.150840, 73.652344, 0, 1
7.153660, 73.828125, 0, 0
7.155860, 74.003906, 1, 0
7.158180, 74.179688, 1, 1
7.160660, 74.355469, 0, 1
7.163520, 74.531250, 0, 0
7.165780, 74.707031, 1, 0
7.168160, 74.882812, 1, 1
7.170600, 75.058594, 0, 1
7.173480, 75.234375, 0, 0
7.175720, 75.410156, 1, 0
7.178100, 75.585938, 1, 1
7.180520, 75.761719, 0, 1
7.183360, 75.937500, 0, 0
7.185580, 76.113281, 1, 0
7.187880, 76.289062, 1, 1
7.190280, 76.464844, 0, 1
7.193040, 76.640625, 0, 0
7.195220, 76.816406, 1, 0
7.197460, 76.992188, 1, 1
7.199800, 77.167969, 0, 1
7.202500, 77.343750, 0, 0
7.204620, 77.519531, 1, 0
7.206820, 77.695312, 1, 1
7.209100, 77.871094, 0, 1
7.211780, 78.046875, 0, 0
7.213840, 78.222656, 1, 0
7.216040, 78.398438, 1, 1
7.218340, 78.574219, 0, 1
7.221020, 78.750000, 0, 0
7.223200, 78.925781, 1, 0
7.225420, 79.101562, 1, 1
7.227780, 79.277344, 0, 1
7.230480, 79.453125, 0, 0
7.232680, 79.628906, 1, 0
7.234940, 79.804688, 1, 1
7.237360, 79.980469, 0, 1
7.240160, 80.156250, 0, 0
7.242420, 80.332031, 1, 0
7.244740, 80.507812, 1, 1
7.247200, 80.683594, 0, 1
7.250060, 80.859375, 0, 0
7.252280, 81.035156, 1, 0
7.254640, 81.210938, 1, 1
7.257160, 81.386719, 0, 1
7.260100, 81.562500, 0, 0
7.262360, 81.738281, 1, 0
7.264780, 81.914062, 1, 1
7.267320, 82.089844, 0, 1
7.270380, 82.265625, 0, 0
7.272700, 82.441406, 1, 0
7.275240, 82.617188, 1, 1
7.277920, 82.792969, 0, 1
7.281140, 82.968750, 0, 0
7.283660, 83.144531, 1, 0
7.286420, 83.320312, 1, 1
7.289320, 83.496094, 0, 1
7.292780, 83.671875, 0, 0
7.295600, 83.847656, 1, 0
7.298580, 84.023438, 1, 1
7.301820, 84.199219, 0, 1
7.305600, 84.375000, 0, 0
7.308560, 84.550781, 1, 0
7.311780, 84.726562, 1, 1
7.315300, 84.902344, 0, 1
7.319560, 85.078125, 0, 0
7.322940, 85.253906, 1, 0
7.326600, 85.429688, 1, 1
7.330640, 85.605469, 0, 1
7.335420, 85.781250, 0, 0
7.339280, 85.957031, 1, 0
7.343440, 86.132812, 1, 1
7.347840, 86.308594, 0, 1
7.353360, 86.484375, 0, 0
7.357780, 86.660156, 1, 0
7.362520, 86.835938, 1, 1
7.367520, 87.011719, 0, 1
7.373820, 87.187500, 0, 0
7.378900, 87.363281, 1, 0
7.384620, 87.539062, 1, 1
7.391060, 87.714844, 0, 1
7.399440, 87.890625, 0, 0
7.406920, 88.066406, 1, 0
7.416160, 88.242188, 1, 1
7.428480, 88.417969, 0, 1
7.443520, 88.593750, 0, 0
7.454340, 88.769531, 1, 0
7.465060, 88.945312, 1, 1
7.475760, 89.121094, 0, 1
7.487960, 89.296875, 0, 0
7.498960, 89.472656, 1, 0
7.511040, 89.648438, 1, 1
7.522580, 89.824219, 0, 1
7.533580, 90.000000, 0, 0
7.540560, 90.175781, 1, 0
7.547080, 90.351562, 1, 1
7.553280, 90.527344, 0, 1
7.560500, 90.703125, 0, 0
7.565860, 90.878906, 1, 0
7.571620, 91.054688, 1, 1
7.577420, 91.230469, 0, 1
7.584100, 91.406250, 0, 0
7.589180, 91.582031, 1, 0
7.594520, 91.757812, 1, 1
7.600200, 91.933594, 0, 1
7.607060, 92.109375, 0, 0
7.612840, 92.285156, 1, 0
7.619360, 92.460938, 1, 1
7.627280, 92.636719, 0, 1
7.638160, 92.812500, 0, 0
7.649000, 92.988281, 1, 0
7.661500, 93.164062, 1, 1
7.678640, 93.339844, 0, 1
7.723440, 93.515625, 0, 0
7.804920, 93.691406, 1, 0
7.852180, 93.515625, 0, 0
7.924260, 93.339844, 0, 1
8.000780, 93.164062, 1, 1
8.060940, 93.339844, 0, 1
8.131120, 93.515625, 0, 0
8.236560, 93.339844, 0, 1
8.283280, 93.164062, 1, 1
8.312740, 92.988281, 1, 0
8.348340, 92.812500, 0, 0
8.440200, 92.988281, 1, 0
8.708420, 93.164062, 1, 1
8.780340, 93.339844, 0, 1
8.852840, 93.515625, 0, 0
8.918000, 93.691406, 1, 0
9.169960, 93.867188, 1, 1
9.197480, 94.042969, 0, 1
9.218180, 94.218750, 0, 0
9.231580, 94.394531, 1, 0
9.244300, 94.570312, 1, 1
9.258360, 94.746094, 0, 1
9.278200, 94.921875, 0, 0
9.298420, 95.097656, 1, 0
9.322320, 95.273438, 1, 1
9.349260, 95.449219, 0, 1
9.522960, 95.273438, 1, 1
9.539040, 95.097656, 1, 0
9.552480, 94.921875, 0, 0
9.563120, 94.746094, 0, 1
9.573720, 94.570312, 1, 1
9.580800, 94.394531, 1, 0
9.586600, 94.218750, 0, 0
9.591600, 94.042969, 0, 1
9.597160, 93.867188, 1, 1
9.600820, 93.691406, 1, 0
9.604000, 93.515625, 0, 0
9.606540, 93.339844, 0, 1
9.609400, 93.164062, 1, 1
9.611460, 92.988281, 1, 0
9.613240, 92.812500, 0, 0
9.614800, 92.636719, 0, 1
9.616540, 92.460938, 1, 1
9.617920, 92.285156, 1, 0
9.619160, 92.109375, 0, 0
9.620280, 91.933594, 0, 1
9.621640, 91.757812, 1, 1
9.622720, 91.582031, 1, 0
9.623700, 91.406250, 0, 0
9.624660, 91.230469, 0, 1
9.625780, 91.054688, 1, 1
9.626700, 90.878906, 1, 0
9.627560, 90.703125, 0, 0
9.628360, 90.527344, 0, 1
9.629380, 90.351562, 1, 1
9.630160, 90.175781, 1, 0
9.630920, 90.000000, 0, 0
9.631640, 89.824219, 0, 1
9.632540, 89.648438, 1, 1
9.633280, 89.472656, 1, 0
9.633980, 89.296875, 0, 0
9.634660, 89.121094, 0, 1
9.635480, 88.945312, 1, 1
9.636180, 88.769531, 1, 0
9.636820, 88.593750, 0, 0
9.637440, 88.417969, 0, 1
9.638200, 88.242188, 1, 1
9.638840, 88.066406, 1, 0
9.639440, 87.890625, 0, 0
9.640020, 87.714844, 0, 1
9.640740, 87.539062, 1, 1
9.641320, 87.363281, 1, 0
9.641900, 87.187500, 0, 0
9.642440, 87.011719, 0, 1
9.643120, 86.835938, 1, 1
9.643680, 86.660156, 1, 0
9.644200, 86.484375, 0, 0
9.644740, 86.308594, 0, 1
9.645380, 86.132812, 1, 1
9.645900, 85.957031, 1, 0
9.646400, 85.781250, 0, 0
9.646900, 85.605469, 0, 1
9.647520, 85.429688, 1, 1
9.648040, 85.253906, 1, 0
9.648520, 85.078125, 0, 0
9.649000, 84.902344, 0, 1
9.649600, 84.726562, 1, 1
9.650080, 84.550781, 1, 0
9.650560, 84.375000, 0, 0
9.651000, 84.199219, 0, 1
9.651580, 84.023438, 1, 1
9.652060, 83.847656, 1, 0
9.652520, 83.671875, 0, 0
9.652960, 83.496094, 0, 1
9.653500, 83.320312, 1, 1
9.653960, 83.144531, 1, 0
9.654400, 82.968750, 0, 0
9.654820, 82.792969, 0, 1
9.655340, 82.617188, 1, 1
9.655780, 82.441406, 1, 0
9.656200, 82.265625, 0, 0
9.656600, 82.089844, 0, 1
9.657120, 81.914062, 1, 1
9.657540, 81.738281, 1, 0
9.657940, 81.562500, 0, 0
9.658340, 81.386719, 0, 1
9.658840, 81.210938, 1, 1
9.659240, 81.035156, 1, 0
9.659640, 80.859375, 0, 0
9.660020, 80.683594, 0, 1
9.660500, 80.507812, 1, 1
9.660900, 80.332031, 1, 0
9.661280, 80.156250, 0, 0
9.661680, 79.980469, 0, 1
9.662140, 79.804688, 1, 1
9.662540, 79.628906, 1, 0
9.662920, 79.453125, 0, 0
9.663300, 79.277344, 0, 1
9.663760, 79.101562, 1, 1
9.664140, 78.925781, 1, 0
9.664500, 78.750000, 0, 0
9.664880, 78.574219, 0, 1
9.665320, 78.398438, 1, 1
9.665700, 78.222656, 1, 0
9.666060, 78.046875, 0, 0
9.666400, 77.871094, 0, 1
9.666840, 77.695312, 1, 1
9.667200, 77.519531, 1, 0
9.667560, 77.343750, 0, 0
9.667900, 77.167969, 0, 1
9.668320, 76.992188, 1, 1
9.668680, 76.816406, 1, 0
9.669020, 76.640625, 0, 0
9.669360, 76.464844, 0, 1
9.669780, 76.289062, 1, 1
9.670140, 76.113281, 1, 0
9.670480, 75.937500, 0, 0
9.670800, 75.761719, 0, 1
9.671220, 75.585938, 1, 1
9.671560, 75.410156, 1, 0
9.671880, 75.234375, 0, 0
9.672220, 75.058594, 0, 1
9.672620, 74.882812, 1, 1
9.672960, 74.707031, 1, 0
9.673280, 74.531250, 0, 0
9.673600, 74.355469, 0, 1
9.674000, 74.179688, 1, 1
9.674340, 74.003906, 1, 0
9.674660, 73.828125, 0, 0
9.674960, 73.652344, 0, 1
9.675360, 73.476562, 1, 1
9.675680, 73.300781, 1, 0
9.676000, 73.125000, 0, 0
9.676300, 72.949219, 0, 1
9.676700, 72.773438, 1, 1
9.677020, 72.597656, 1, 0
9.677320, 72.421875, 0, 0
9.677620, 72.246094, 0, 1
9.678000, 72.070312, 1, 1
9.678300, 71.894531, 1, 0
9.678600, 71.718750, 0, 0
9.678900, 71.542969, 0, 1
9.679280, 71.367188, 1, 1
9.679600, 71.191406, 1, 0
9.679900, 71.015625, 0, 0
9.680180, 70.839844, 0, 1
9.680560, 70.664062, 1, 1
9.680860, 70.488281, 1, 0
9.681160, 70.312500, 0, 0
9.681440, 70.136719, 0, 1
9.681820, 69.960938, 1, 1
9.682100, 69.785156, 1, 0
9.682400, 69.609375, 0, 0
9.682680, 69.433594, 0, 1
9.683040, 69.257812, 1, 1
9.683340, 69.082031, 1, 0
9.683640, 68.906250, 0, 0
9.683920, 68.730469, 0, 1
9.684280, 68.554688, 1, 1
9.684560, 68.378906, 1, 0
9.684840, 68.203125, 0, 0
9.685140, 68.027344, 0, 1
9.685480, 67.851562, 1, 1
9.685780, 67.675781, 1, 0
9.686060, 67.500000, 0, 0
9.686340, 67.324219, 0, 1
9.686680, 67.148438, 1, 1
9.686960, 66.972656, 1, 0
9.687240, 66.796875, 0, 0
9.687500, 66.621094, 0, 1
9.687840, 66.445312, 1, 1
9.688120, 66.269531, 1, 0
9.688380, 66.093750, 0, 0
9.688640, 65.917969, 0, 1
9.688980, 65.742188, 1, 1
9.689260, 65.566406, 1, 0
9.689520, 65.390625, 0, 0
9.689800, 65.214844, 0, 1
9.690120, 65.039062, 1, 1
9.690400, 64.863281, 1, 0
9.690660, 64.687500, 0, 0
9.690940, 64.511719, 0, 1
9.691260, 64.335938, 1, 1
9.691540, 64.160156, 1, 0
9.691800, 63.984375, 0, 0
9.692060, 63.808594, 0, 1
9.692380, 63.632812, 1, 1
9.692660, 63.457031, 1, 0
9.692920, 63.281250, 0, 0
9.693180, 63.105469, 0, 1
9.693500, 62.929688, 1, 1
9.693780, 62.753906, 1, 0
9.694020, 62.578125, 0, 0
9.694280, 62.402344, 0, 1
9.694600, 62.226562, 1, 1
9.694840, 62.050781, 1, 0
9.695100, 61.875000, 0, 0
9.695360, 61.699219, 0, 1
9.695660, 61.523438, 1, 1
9.695940, 61.347656, 1, 0
9.696180, 61.171875, 0, 0
9.696420, 60.996094, 0, 1
9.696720, 60.820312, 1, 1
9.696980, 60.644531, 1, 0
9.697240, 60.468750, 0, 0
9.697480, 60.292969, 0, 1
9.697780, 60.117188, 1, 1
9.698040, 59.941406, 1, 0
9.698300, 59.765625, 0, 0
9.698540, 59.589844, 0, 1
9.698840, 59.414062, 1, 1
9.699100, 59.238281, 1, 0
9.699340, 59.062500, 0, 0
9.699600, 58.886719, 0, 1
9.699900, 58.710938, 1, 1
9.700140, 58.535156, 1, 0
9.700380, 58.359375, 0, 0
9.700620, 58.183594, 0, 1
9.700920, 58.007812, 1, 1
9.701180, 57.832031, 1, 0
9.701420, 57.656250, 0, 0
9.701640, 57.480469, 0, 1
9.701940, 57.304688, 1, 1
9.702200, 57.128906, 1, 0
9.702440, 56.953125, 0, 0
9.702660, 56.777344, 0, 1
9.702960, 56.601562, 1, 1
9.703200, 56.425781, 1, 0
9.703440, 56.250000, 0, 0
9.703680, 56.074219, 0, 1
9.703960, 55.898438, 1, 1
9.704200, 55.722656, 1, 0
9.704440, 55.546875, 0, 0
9.704660, 55.371094, 0, 1
9.704960, 55.195312, 1, 1
9.705200, 55.019531, 1, 0
9.705420, 54.843750, 0, 0
9.705660, 54.667969, 0, 1
9.705940, 54.492188, 1, 1
9.706180, 54.316406, 1, 0
9.706420, 54.140625, 0, 0
9.706640, 53.964844, 0, 1
9.706920, 53.789062, 1, 1
9.707180, 53.613281, 1, 0
9.707400, 53.437500, 0, 0
9.707620, 53.261719, 0, 1
9.707900, 53.085938, 1, 1
9.708140, 52.910156, 1, 0
9.708380, 52.734375, 0, 0
9.708600, 52.558594, 0, 1
9.708880, 52.382812, 1, 1
9.709120, 52.207031, 1, 0
9.709340, 52.031250, 0, 0
9.709560, 51.855469, 0, 1
9.709840, 51.679688, 1, 1
9.710080, 51.503906, 1, 0
9.710300, 51.328125, 0, 0
9.710520, 51.152344, 0, 1
9.710800, 50.976562, 1, 1
