Header:
#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A3700F
#Date Time: 2022-10-28 16:26:39.696
#Sample rate: 50000Hz
#Samples: 1903814

time, angle, A, B
17.153700, -47.636719, 1, 0
17.154020, -47.460938, 1, 1
17.154360, -47.285156, 0, 1
17.154760, -47.109375, 0, 0
17.155080, -46.933594, 1, 0
17.155400, -46.757812, 1, 1
17.155760, -46.582031, 0, 1
17.156140, -46.406250, 0, 0
17.156460, -46.230469, 1, 0
17.156760, -46.054688, 1, 1
17.157100, -45.878906, 0, 1
17.157500, -45.703125, 0, 0
17.157780, -45.527344, 1, 0
17.158100, -45.351562, 1, 1
17.158420, -45.175781, 0, 1
17.158800, -45.000000, 0, 0
17.159100, -44.824219, 1, 0
17.159400, -44.648438, 1, 1
17.159720, -44.472656, 0, 1
17.160100, -44.296875, 0, 0
17.160380, -44.121094, 1, 0
17.160700, -43.945312, 1, 1
17.161020, -43.769531, 0, 1
17.161400, -43.593750, 0, 0
17.161680, -43.417969, 1, 0
17.162000, -43.242188, 1, 1
17.162320, -43.066406, 0, 1
17.162680, -42.890625, 0, 0
17.162980, -42.714844, 1, 0
17.163280, -42.539062, 1, 1
17.163600, -42.363281, 0, 1
17.163960, -42.187500, 0, 0
17.164260, -42.011719, 1, 0
17.164540, -41.835938, 1, 1
17.164860, -41.660156, 0, 1
17.165220, -41.484375, 0, 0
17.165500, -41.308594, 1, 0
17.165780, -41.132812, 1, 1
17.166080, -40.957031, 0, 1
17.166440, -40.781250, 0, 0
17.166720, -40.605469, 1, 0
17.167000, -40.429688, 1, 1
17.167300, -40.253906, 0, 1
17.167660, -40.078125, 0, 0
17.167920, -39.902344, 1, 0
17.168220, -39.726562, 1, 1
17.168520, -39.550781, 0, 1
17.168860, -39.375000, 0, 0
17.169140, -39.199219, 1, 0
17.169420, -39.023438, 1, 1
17.169740, -38.847656, 0, 1
17.170080, -38.671875, 0, 0
17.170340, -38.496094, 1, 0
17.170620, -38.320312, 1, 1
17.170920, -38.144531, 0, 1
17.171280, -37.968750, 0, 0
17.171540, -37.792969, 1, 0
17.171820, -37.617188, 1, 1
17.172120, -37.441406, 0, 1
17.172460, -37.265625, 0, 0
17.172720, -37.089844, 1, 0
17.173000, -36.914062, 1, 1
17.173300, -36.738281, 0, 1
17.173640, -36.562500, 0, 0
17.173900, -36.386719, 1, 0
17.174180, -36.210938, 1, 1
17.174460, -36.035156, 0, 1
17.174800, -35.859375, 0, 0
17.175060, -35.683594, 1, 0
17.175320, -35.507812, 1, 1
17.175620, -35.332031, 0, 1
17.175960, -35.156250, 0, 0
17.176200, -34.980469, 1, 0
17.176480, -34.804688, 1, 1
17.176780, -34.628906, 0, 1
17.177100, -34.453125, 0, 0
17.177380, -34.277344, 1, 0
17.177640, -34.101562, 1, 1
17.177940, -33.925781, 0, 1
17.178260, -33.750000, 0, 0
17.178520, -33.574219, 1, 0
17.178780, -33.398438, 1, 1
17.179060, -33.222656, 0, 1
17.179400, -33.046875, 0, 0
17.179640, -32.871094, 1, 0
17.179920, -32.695312, 1, 1
17.180180, -32.519531, 0, 1
17.180520, -32.343750, 0, 0
17.180760, -32.167969, 1, 0
17.181020, -31.992188, 1, 1
17.181280, -31.816406, 0, 1
17.181620, -31.640625, 0, 0
17.181860, -31.464844, 1, 0
17.182120, -31.289062, 1, 1
17.182400, -31.113281, 0, 1
17.182720, -30.937500, 0, 0
17.182960, -30.761719, 1, 0
17.183220, -30.585938, 1, 1
17.183500, -30.410156, 0, 1
17.183820, -30.234375, 0, 0
17.184060, -30.058594, 1, 0
17.184320, -29.882812, 1, 1
17.184600, -29.707031, 0, 1
17.184920, -29.531250, 0, 0
17.185180, -29.355469, 1, 0
17.185440, -29.179688, 1, 1
17.185700, -29.003906, 0, 1
17.186020, -28.828125, 0, 0
17.186260, -28.652344, 1, 0
17.186520, -28.476562, 1, 1
17.186780, -28.300781, 0, 1
17.187100, -28.125000, 0, 0
17.187340, -27.949219, 1, 0
17.187600, -27.773438, 1, 1
17.187860, -27.597656, 0, 1
17.188180, -27.421875, 0, 0
17.188400, -27.246094, 1, 0
17.188660, -27.070312, 1, 1
17.188940, -26.894531, 0, 1
17.189240, -26.718750, 0, 0
17.189480, -26.542969, 1, 0
17.189720, -26.367188, 1, 1
17.189980, -26.191406, 0, 1
17.190300, -26.015625, 0, 0
17.190540, -25.839844, 1, 0
17.190780, -25.664062, 1, 1
17.191060, -25.488281, 0, 1
17.191360, -25.312500, 0, 0
17.191600, -25.136719, 1, 0
17.191860, -24.960938, 1, 1
17.192120, -24.785156, 0, 1
17.192420, -24.609375, 0, 0
17.192660, -24.433594, 1, 0
17.192900, -24.257812, 1, 1
17.193180, -24.082031, 0, 1
17.193480, -23.906250, 0, 0
17.193720, -23.730469, 1, 0
17.193960, -23.554688, 1, 1
17.194220, -23.378906, 0, 1
17.194520, -23.203125, 0, 0
17.194760, -23.027344, 1, 0
17.195000, -22.851562, 1, 1
17.195260, -22.675781, 0, 1
17.195560, -22.500000, 0, 0
17.195800, -22.324219, 1, 0
17.196060, -22.148438, 1, 1
17.196300, -21.972656, 0, 1
17.196600, -21.796875, 0, 0
17.196840, -21.621094, 1, 0
17.197080, -21.445312, 1, 1
17.197340, -21.269531, 0, 1
17.197640, -21.093750, 0, 0
17.197860, -20.917969, 1, 0
17.198120, -20.742188, 1, 1
17.198360, -20.566406, 0, 1
17.198660, -20.390625, 0, 0
17.198880, -20.214844, 1, 0
17.199140, -20.039062, 1, 1
17.199400, -19.863281, 0, 1
17.199700, -19.687500, 0, 0
17.199920, -19.511719, 1, 0
17.200160, -19.335938, 1, 1
17.200420, -19.160156, 0, 1
17.200700, -18.984375, 0, 0
17.200940, -18.808594, 1, 0
17.201180, -18.632812, 1, 1
17.201440, -18.457031, 0, 1
17.201740, -18.281250, 0, 0
17.201960, -18.105469, 1, 0
17.202200, -17.929688, 1, 1
17.202460, -17.753906, 0, 1
17.202760, -17.578125, 0, 0
17.202980, -17.402344, 1, 0
17.203220, -17.226562, 1, 1
17.203480, -17.050781, 0, 1
17.203780, -16.875000, 0, 0
17.204000, -16.699219, 1, 0
17.204240, -16.523438, 1, 1
17.204480, -16.347656, 0, 1
17.204780, -16.171875, 0, 0
17.205020, -15.996094, 1, 0
17.205240, -15.820312, 1, 1
17.205500, -15.644531, 0, 1
17.205800, -15.468750, 0, 0
17.206020, -15.292969, 1, 0
17.206260, -15.117188, 1, 1
17.206500, -14.941406, 0, 1
17.206800, -14.765625, 0, 0
17.207020, -14.589844, 1, 0
17.207260, -14.414062, 1, 1
17.207500, -14.238281, 0, 1
17.207800, -14.062500, 0, 0
17.208020, -13.886719, 1, 0
17.208260, -13.710938, 1, 1
17.208500, -13.535156, 0, 1
17.208800, -13.359375, 0, 0
17.209000, -13.183594, 1, 0
17.209240, -13.007812, 1, 1
17.209480, -12.832031, 0, 1
17.209780, -12.656250, 0, 0
17.210000, -12.480469, 1, 0
17.210240, -12.304688, 1, 1
17.210500, -12.128906, 0, 1
17.210780, -11.953125, 0, 0
17.211020, -11.777344, 1, 0
17.211260, -11.601562, 1, 1
17.211500, -11.425781, 0, 1
17.211800, -11.250000, 0, 0
17.212020, -11.074219, 1, 0
17.212260, -10.898438, 1, 1
17.212500, -10.722656, 0, 1
17.212780, -10.546875, 0, 0
17.213000, -10.371094, 1, 0
17.213240, -10.195312, 1, 1
17.213480, -10.019531, 0, 1
17.213760, -9.843750, 0, 0
17.213980, -9.667969, 1, 0
17.214220, -9.492188, 1, 1
17.214460, -9.316406, 0, 1
17.214760, -9.140625, 0, 0
17.214980, -8.964844, 1, 0
17.215220, -8.789062, 1, 1
17.215460, -8.613281, 0, 1
17.215740, -8.437500, 0, 0
17.215960, -8.261719, 1, 0
17.216200, -8.085938, 1, 1
17.216440, -7.910156, 0, 1
17.216720, -7.734375, 0, 0
17.216960, -7.558594, 1, 0
17.217180, -7.382812, 1, 1
17.217420, -7.207031, 0, 1
17.217720, -7.031250, 0, 0
17.217920, -6.855469, 1, 0
17.218160, -6.679688, 1, 1
17.218400, -6.503906, 0, 1
17.218700, -6.328125, 0, 0
17.218920, -6.152344, 1, 0
17.219140, -5.976562, 1, 1
17.219380, -5.800781, 0, 1
17.219680, -5.625000, 0, 0
17.219880, -5.449219, 1, 0
17.220120, -5.273438, 1, 1
17.220360, -5.097656, 0, 1
17.220640, -4.921875, 0, 0
17.220860, -4.746094, 1, 0
17.221100, -4.570312, 1, 1
17.221340, -4.394531, 0, 1
17.221620, -4.218750, 0, 0
17.221860, -4.042969, 1, 0
17.222080, -3.867188, 1, 1
17.222340, -3.691406, 0, 1
17.222620, -3.515625, 0, 0
17.222840, -3.339844, 1, 0
17.223080, -3.164062, 1, 1
17.223320, -2.988281, 0, 1
17.223600, -2.812500, 0, 0
17.223840, -2.636719, 1, 0
17.224060, -2.460938, 1, 1
17.224300, -2.285156, 0, 1
17.224580, -2.109375, 0, 0
17.224800, -1.933594, 1, 0
17.225020, -1.757812, 1, 1
17.225280, -1.582031, 0, 1
17.225560, -1.406250, 0, 0
17.225780, -1.230469, 1, 0
17.226020, -1.054688, 1, 1
17.226260, -0.878906, 0, 1
17.226540, -0.703125, 0, 0
17.226760, -0.527344, 1, 0
17.226980, -0.351562, 1, 1
17.227240, -0.175781, 0, 1
17.227520, 0.000000, 0, 0
17.227740, 0.175781, 1, 0
17.227980, 0.351562, 1, 1
17.228220, 0.527344, 0, 1
17.228500, 0.703125, 0, 0
17.228720, 0.878906, 1, 0
17.228960, 1.054688, 1, 1
17.229200, 1.230469, 0, 1
17.229500, 1.406250, 0, 0
17.229720, 1.582031, 1, 0
17.229940, 1.757812, 1, 1
17.230180, 1.933594, 0, 1
17.230460, 2.109375, 0, 0
17.230680, 2.285156, 1, 0
17.230920, 2.460938, 1, 1
17.231160, 2.636719, 0, 1
17.231440, 2.812500, 0, 0
17.231660, 2.988281, 1, 0
17.231880, 3.164062, 1, 1
17.232120, 3.339844, 0, 1
17.232420, 3.515625, 0, 0
17.232640, 3.691406, 1, 0
17.232860, 3.867188, 1, 1
17.233120, 4.042969, 0, 1
17.233400, 4.218750, 0, 0
17.233620, 4.394531, 1, 0
17.233840, 4.570312, 1, 1
17.234100, 4.746094, 0, 1
17.234380, 4.921875, 0, 0
17.234620, 5.097656, 1, 0
17.234860, 5.273438, 1, 1
17.235100, 5.449219, 0, 1
17.235380, 5.625000, 0, 0
17.235600, 5.800781, 1, 0
17.235840, 5.976562, 1, 1
17.236080, 6.152344, 0, 1
17.236360, 6.328125, 0, 0
17.236580, 6.503906, 1, 0
17.236800, 6.679688, 1, 1
17.237040, 6.855469, 0, 1
17.237320, 7.031250, 0, 0
17.237560, 7.207031, 1, 0
17.237780, 7.382812, 1, 1
17.238020, 7.558594, 0, 1
17.238320, 7.734375, 0, 0
17.238520, 7.910156, 1, 0
17.238760, 8.085938, 1, 1
17.239020, 8.261719, 0, 1
17.239300, 8.437500, 0, 0
17.239540, 8.613281, 1, 0
17.239760, 8.789062, 1, 1
17.240000, 8.964844, 0, 1
17.240300, 9.140625, 0, 0
17.240520, 9.316406, 1, 0
17.240740, 9.492188, 1, 1
17.241000, 9.667969, 0, 1
17.241300, 9.843750, 0, 0
17.241520, 10.019531, 1, 0
17.241760, 10.195312, 1, 1
17.242000, 10.371094, 0, 1
17.242280, 10.546875, 0, 0
17.242500, 10.722656, 1, 0
17.242740, 10.898438, 1, 1
17.242980, 11.074219, 0, 1
17.243280, 11.250000, 0, 0
17.243520, 11.425781, 1, 0
17.243740, 11.601562, 1, 1
17.243980, 11.777344, 0, 1
17.244280, 11.953125, 0, 0
17.244500, 12.128906, 1, 0
17.244720, 12.304688, 1, 1
17.244980, 12.480469, 0, 1
17.245280, 12.656250, 0, 0
17.245500, 12.832031, 1, 0
17.245740, 13.007812, 1, 1
17.245980, 13.183594, 0, 1
17.246280, 13.359375, 0, 0
17.246480, 13.535156, 1, 0
17.246720, 13.710938, 1, 1
17.246980, 13.886719, 0, 1
17.247260, 14.062500, 0, 0
17.247500, 14.238281, 1, 0
17.247740, 14.414062, 1, 1
17.247980, 14.589844, 0, 1
17.248280, 14.765625, 0, 0
17.248500, 14.941406, 1, 0
17.248740, 15.117188, 1, 1
17.249000, 15.292969, 0, 1
17.249280, 15.468750, 0, 0
17.249520, 15.644531, 1, 0
17.249760, 15.820312, 1, 1
17.250000, 15.996094, 0, 1
17.250300, 16.171875, 0, 0
17.250520, 16.347656, 1, 0
17.250760, 16.523438, 1, 1
17.251000, 16.699219, 0, 1
17.251300, 16.875000, 0, 0
17.251520, 17.050781, 1, 0
17.251760, 17.226562, 1, 1
17.252020, 17.402344, 0, 1
17.252320, 17.578125, 0, 0
17.252540, 17.753906, 1, 0
17.252780, 17.929688, 1, 1
17.253040, 18.105469, 0, 1
17.253340, 18.281250, 0, 0
17.253580, 18.457031, 1, 0
17.253820, 18.632812, 1, 1
17.254080, 18.808594, 0, 1
17.254360, 18.984375, 0, 0
17.254600, 19.160156, 1, 0
17.254840, 19.335938, 1, 1
17.255100, 19.511719, 0, 1
17.255400, 19.687500, 0, 0
17.255620, 19.863281, 1, 0
17.255860, 20.039062, 1, 1
17.256120, 20.214844, 0, 1
17.256420, 20.390625, 0, 0
17.256660, 20.566406, 1, 0
17.256900, 20.742188, 1, 1
17.257160, 20.917969, 0, 1
17.257460, 21.093750, 0, 0
17.257680, 21.269531, 1, 0
17.257920, 21.445312, 1, 1
17.258180, 21.621094, 0, 1
17.258480, 21.796875, 0, 0
17.258720, 21.972656, 1, 0
17.258980, 22.148438, 1, 1
17.259240, 22.324219, 0, 1
17.259540, 22.500000, 0, 0
17.259780, 22.675781, 1, 0
17.260020, 22.851562, 1, 1
17.260280, 23.027344, 0, 1
17.260600, 23.203125, 0, 0
17.260820, 23.378906, 1, 0
17.261080, 23.554688, 1, 1
17.261340, 23.730469, 0, 1
17.261640, 23.906250, 0, 0
17.261880, 24.082031, 1, 0
17.262120, 24.257812, 1, 1
17.262380, 24.433594, 0, 1
17.262700, 24.609375, 0, 0
17.262920, 24.785156, 1, 0
17.263180, 24.960938, 1, 1
17.263440, 25.136719, 0, 1
17.263740, 25.312500, 0, 0
17.263980, 25.488281, 1, 0
17.264220, 25.664062, 1, 1
17.264480, 25.839844, 0, 1
17.264800, 26.015625, 0, 0
17.265040, 26.191406, 1, 0
17.265280, 26.367188, 1, 1
17.265560, 26.542969, 0, 1
17.265860, 26.718750, 0, 0
17.266120, 26.894531, 1, 0
17.266380, 27.070312, 1, 1
17.266640, 27.246094, 0, 1
17.266960, 27.421875, 0, 0
17.267220, 27.597656, 1, 0
17.267460, 27.773438, 1, 1
17.267740, 27.949219, 0, 1
17.268060, 28.125000, 0, 0
17.268300, 28.300781, 1, 0
17.268560, 28.476562, 1, 1
17.268820, 28.652344, 0, 1
17.269140, 28.828125, 0, 0
17.269380, 29.003906, 1, 0
17.269640, 29.179688, 1, 1
17.269920, 29.355469, 0, 1
17.270240, 29.531250, 0, 0
17.270460, 29.707031, 1, 0
17.270720, 29.882812, 1, 1
17.271000, 30.058594, 0, 1
17.271320, 30.234375, 0, 0
17.271560, 30.410156, 1, 0
17.271820, 30.585938, 1, 1
17.272120, 30.761719, 0, 1
17.272440, 30.937500, 0, 0
17.272680, 31.113281, 1, 0
17.272940, 31.289062, 1, 1
17.273220, 31.464844, 0, 1
17.273560, 31.640625, 0, 0
17.273820, 31.816406, 1, 0
17.274080, 31.992188, 1, 1
17.274360, 32.167969, 0, 1
17.274680, 32.343750, 0, 0
17.274940, 32.519531, 1, 0
17.275200, 32.695312, 1, 1
17.275480, 32.871094, 0, 1
17.275800, 33.046875, 0, 0
17.276080, 33.222656, 1, 0
17.276360, 33.398438, 1, 1
17.276620, 33.574219, 0, 1
17.276960, 33.750000, 0, 0
17.277200, 33.925781, 1, 0
17.277480, 34.101562, 1, 1
17.277760, 34.277344, 0, 1
17.278080, 34.453125, 0, 0
17.278340, 34.628906, 1, 0
17.278620, 34.804688, 1, 1
17.278900, 34.980469, 0, 1
17.279240, 35.156250, 0, 0
17.279480, 35.332031, 1, 0
17.279760, 35.507812, 1, 1
17.280060, 35.683594, 0, 1
17.280400, 35.859375, 0, 0
17.280660, 36.035156, 1, 0
17.280940, 36.210938, 1, 1
17.281240, 36.386719, 0, 1
17.281580, 36.562500, 0, 0
17.281840, 36.738281, 1, 0
17.282120, 36.914062, 1, 1
17.282420, 37.089844, 0, 1
17.282760, 37.265625, 0, 0
17.283040, 37.441406, 1, 0
17.283320, 37.617188, 1, 1
17.283620, 37.792969, 0, 1
17.283960, 37.968750, 0, 0
17.284240, 38.144531, 1, 0
17.284520, 38.320312, 1, 1
17.284820, 38.496094, 0, 1
17.285160, 38.671875, 0, 0
17.285440, 38.847656, 1, 0
17.285720, 39.023438, 1, 1
17.286020, 39.199219, 0, 1
17.286380, 39.375000, 0, 0
17.286640, 39.550781, 1, 0
17.286920, 39.726562, 1, 1
17.287220, 39.902344, 0, 1
17.287580, 40.078125, 0, 0
17.287860, 40.253906, 1, 0
17.288160, 40.429688, 1, 1
17.288460, 40.605469, 0, 1
17.288820, 40.781250, 0, 0
17.289100, 40.957031, 1, 0
17.289400, 41.132812, 1, 1
17.289720, 41.308594, 0, 1
17.290080, 41.484375, 0, 0
17.290360, 41.660156, 1, 0
17.290660, 41.835938, 1, 1
17.290980, 42.011719, 0, 1
17.291340, 42.187500, 0, 0
17.291620, 42.363281, 1, 0
17.291920, 42.539062, 1, 1
17.292240, 42.714844, 0, 1
17.292620, 42.890625, 0, 0
17.292920, 43.066406, 1, 0
17.293220, 43.242188, 1, 1
17.293540, 43.417969, 0, 1
17.293920, 43.593750, 0, 0
17.294200, 43.769531, 1, 0
17.294500, 43.945312, 1, 1
17.294840, 44.121094, 0, 1
17.295220, 44.296875, 0, 0
17.295500, 44.472656, 1, 0
17.295820, 44.648438, 1, 1
17.296140, 44.824219, 0, 1
17.296520, 45.000000, 0, 0
17.296820, 45.175781, 1, 0
17.297120, 45.351562, 1, 1
17.297460, 45.527344, 0, 1
17.297860, 45.703125, 0, 0
17.298180, 45.878906, 1, 0
17.298500, 46.054688, 1, 1
17.298840, 46.230469, 0, 1
17.299240, 46.406250, 0, 0
17.299540, 46.582031, 1, 0
17.299880, 46.757812, 1, 1
17.300220, 46.933594, 0, 1
17.300620, 47.109375, 0, 0
17.300940, 47.285156, 1, 0
17.301260, 47.460938, 1, 1
17.301600, 47.636719, 0, 1
17.302000, 47.812500, 0, 0
17.302300, 47.988281, 1, 0
17.302620, 48.164062, 1, 1
17.302980, 48.339844, 0, 1
17.303380, 48.515625, 0, 0
17.303700, 48.691406, 1, 0
17.304040, 48.867188, 1, 1
17.304380, 49.042969, 0, 1
17.304800, 49.218750, 0, 0
17.305140, 49.394531, 1, 0
17.305480, 49.570312, 1, 1
17.305860, 49.746094, 0, 1
17.306280, 49.921875, 0, 0
17.306620, 50.097656, 1, 0
17.306980, 50.273438, 1, 1
17.307340, 50.449219, 0, 1
17.307780, 50.625000, 0, 0
17.308100, 50.800781, 1, 0
17.308460, 50.976562, 1, 1
17.308840, 51.152344, 0, 1
17.309280, 51.328125, 0, 0
17.309600, 51.503906, 1, 0
17.309960, 51.679688, 1, 1
17.310340, 51.855469, 0, 1
17.310800, 52.031250, 0, 0
17.311140, 52.207031, 1, 0
17.311520, 52.382812, 1, 1
17.311900, 52.558594, 0, 1
17.312360, 52.734375, 0, 0
17.312720, 52.910156, 1, 0
17.313100, 53.085938, 1, 1
17.313500, 53.261719, 0, 1
17.313960, 53.437500, 0, 0
17.314320, 53.613281, 1, 0
17.314700, 53.789062, 1, 1
17.315120, 53.964844, 0, 1
17.315580, 54.140625, 0, 0
17.315960, 54.316406, 1, 0
17.316360, 54.492188, 1, 1
17.316780, 54.667969, 0, 1
17.317260, 54.843750, 0, 0
17.317640, 55.019531, 1, 0
17.318040, 55.195312, 1, 1
17.318460, 55.371094, 0, 1
17.318960, 55.546875, 0, 0
17.319340, 55.722656, 1, 0
17.319760, 55.898438, 1, 1
17.320180, 56.074219, 0, 1
17.320700, 56.250000, 0, 0
17.321080, 56.425781, 1, 0
17.321500, 56.601562, 1, 1
17.321960, 56.777344, 0, 1
17.322480, 56.953125, 0, 0
17.322880, 57.128906, 1, 0
17.323320, 57.304688, 1, 1
17.323780, 57.480469, 0, 1
17.324320, 57.656250, 0, 0
17.324740, 57.832031, 1, 0
17.325180, 58.007812, 1, 1
17.325640, 58.183594, 0, 1
17.326200, 58.359375, 0, 0
17.326640, 58.535156, 1, 0
17.327100, 58.710938, 1, 1
17.327580, 58.886719, 0, 1
17.328140, 59.062500, 0, 0
17.328600, 59.238281, 1, 0
17.329080, 59.414062, 1, 1
17.329580, 59.589844, 0, 1
17.330180, 59.765625, 0, 0
17.330640, 59.941406, 1, 0
17.331140, 60.117188, 1, 1
17.331660, 60.292969, 0, 1
17.332280, 60.468750, 0, 0
17.332780, 60.644531, 1, 0
17.333280, 60.820312, 1, 1
17.333820, 60.996094, 0, 1
17.334460, 61.171875, 0, 0
17.334940, 61.347656, 1, 0
17.335480, 61.523438, 1, 1
17.336040, 61.699219, 0, 1
17.336700, 61.875000, 0, 0
17.337220, 62.050781, 1, 0
17.337800, 62.226562, 1, 1
17.338360, 62.402344, 0, 1
17.339060, 62.578125, 0, 0
17.339600, 62.753906, 1, 0
17.340200, 62.929688, 1, 1
17.340820, 63.105469, 0, 1
17.341560, 63.281250, 0, 0
17.342160, 63.457031, 1, 0
17.342800, 63.632812, 1, 1
17.343440, 63.808594, 0, 1
17.344240, 63.984375, 0, 0
17.344860, 64.160156, 1, 0
17.345540, 64.335938, 1, 1
17.346240, 64.511719, 0, 1
17.347100, 64.687500, 0, 0
17.347780, 64.863281, 1, 0
17.348500, 65.039062, 1, 1
17.349300, 65.214844, 0, 1
17.350200, 65.390625, 0, 0
17.350940, 65.566406, 1, 0
17.351720, 65.742188, 1, 1
17.352560, 65.917969, 0, 1
17.353580, 66.093750, 0, 0
17.354360, 66.269531, 1, 0
17.355240, 66.445312, 1, 1
17.356160, 66.621094, 0, 1
17.357320, 66.796875, 0, 0
17.358240, 66.972656, 1, 0
17.359240, 67.148438, 1, 1
17.360300, 67.324219, 0, 1
17.361660, 67.500000, 0, 0
17.362780, 67.675781, 1, 0
17.364020, 67.851562, 1, 1
17.365440, 68.027344, 0, 1
17.367180, 68.203125, 0, 0
17.368760, 68.378906, 1, 0
17.370520, 68.554688, 1, 1
17.372660, 68.730469, 0, 1
17.375780, 68.906250, 0, 0
17.379520, 69.082031, 1, 0
17.390100, 68.906250, 0, 0
17.393520, 68.730469, 0, 1
17.396500, 68.554688, 1, 1
17.398500, 68.378906, 1, 0
17.400220, 68.203125, 0, 0
17.401760, 68.027344, 0, 1
17.403480, 67.851562, 1, 1
17.404840, 67.675781, 1, 0
17.406060, 67.500000, 0, 0
17.407200, 67.324219, 0, 1
17.408540, 67.148438, 1, 1
17.409560, 66.972656, 1, 0
17.410560, 66.796875, 0, 0
17.411480, 66.621094, 0, 1
17.412640, 66.445312, 1, 1
17.413520, 66.269531, 1, 0
17.414400, 66.093750, 0, 0
17.415200, 65.917969, 0, 1
17.416220, 65.742188, 1, 1
17.417020, 65.566406, 1, 0
17.417800, 65.390625, 0, 0
17.418540, 65.214844, 0, 1
17.419460, 65.039062, 1, 1
17.420220, 64.863281, 1, 0
17.420940, 64.687500, 0, 0
17.421620, 64.511719, 0, 1
17.422460, 64.335938, 1, 1
17.423180, 64.160156, 1, 0
17.423840, 63.984375, 0, 0
17.424480, 63.808594, 0, 1
17.425260, 63.632812, 1, 1
17.425900, 63.457031, 1, 0
17.426520, 63.281250, 0, 0
17.427120, 63.105469, 0, 1
17.427880, 62.929688, 1, 1
17.428480, 62.753906, 1, 0
17.429080, 62.578125, 0, 0
17.429620, 62.402344, 0, 1
17.430340, 62.226562, 1, 1
17.430880, 62.050781, 1, 0
17.431440, 61.875000, 0, 0
17.431980, 61.699219, 0, 1
17.432640, 61.523438, 1, 1
17.433200, 61.347656, 1, 0
17.433720, 61.171875, 0, 0
17.434220, 60.996094, 0, 1
17.434860, 60.820312, 1, 1
17.435380, 60.644531, 1, 0
17.435880, 60.468750, 0, 0
17.436380, 60.292969, 0, 1
17.437000, 60.117188, 1, 1
17.437520, 59.941406, 1, 0
17.438000, 59.765625, 0, 0
17.438480, 59.589844, 0, 1
17.439080, 59.414062, 1, 1
17.439580, 59.238281, 1, 0
17.440040, 59.062500, 0, 0
17.440500, 58.886719, 0, 1
17.441080, 58.710938, 1, 1
17.441560, 58.535156, 1, 0
17.442000, 58.359375, 0, 0
17.442460, 58.183594, 0, 1
17.443000, 58.007812, 1, 1
17.443460, 57.832031, 1, 0
17.443900, 57.656250, 0, 0
17.444340, 57.480469, 0, 1
17.444880, 57.304688, 1, 1
17.445320, 57.128906, 1, 0
17.445760, 56.953125, 0, 0
17.446180, 56.777344, 0, 1
17.446700, 56.601562, 1, 1
17.447140, 56.425781, 1, 0
17.447560, 56.250000, 0, 0
17.447960, 56.074219, 0, 1
17.448480, 55.898438, 1, 1
17.448880, 55.722656, 1, 0
17.449300, 55.546875, 0, 0
17.449680, 55.371094, 0, 1
17.450180, 55.195312, 1, 1
17.450600, 55.019531, 1, 0
17.451000, 54.843750, 0, 0
17.451380, 54.667969, 0, 1
17.451880, 54.492188, 1, 1
17.452280, 54.316406, 1, 0
17.452660, 54.140625, 0, 0
17.453060, 53.964844, 0, 1
17.453540, 53.789062, 1, 1
17.453940, 53.613281, 1, 0
17.454320, 53.437500, 0, 0
17.454680, 53.261719, 0, 1
17.455160, 53.085938, 1, 1
17.455540, 52.910156, 1, 0
17.455920, 52.734375, 0, 0
17.456300, 52.558594, 0, 1
17.456760, 52.382812, 1, 1
17.457140, 52.207031, 1, 0
17.457500, 52.031250, 0, 0
17.457860, 51.855469, 0, 1
17.458320, 51.679688, 1, 1
17.458680, 51.503906, 1, 0
17.459040, 51.328125, 0, 0
17.459380, 51.152344, 0, 1
17.459820, 50.976562, 1, 1
17.460180, 50.800781, 1, 0
17.460540, 50.625000, 0, 0
17.460880, 50.449219, 0, 1
17.461320, 50.273438, 1, 1
17.461680, 50.097656, 1, 0
17.462020, 49.921875, 0, 0
17.462380, 49.746094, 0, 1
17.462800, 49.570312, 1, 1
17.463160, 49.394531, 1, 0
17.463520, 49.218750, 0, 0
17.463860, 49.042969, 0, 1
17.464280, 48.867188, 1, 1
17.464620, 48.691406, 1, 0
17.464960, 48.515625, 0, 0
17.465280, 48.339844, 0, 1
17.465700, 48.164062, 1, 1
17.466040, 47.988281, 1, 0
17.466360, 47.812500, 0, 0
17.466660, 47.636719, 0, 1
17.467080, 47.460938, 1, 1
17.467400, 47.285156, 1, 0
17.467720, 47.109375, 0, 0
17.468040, 46.933594, 0, 1
17.468440, 46.757812, 1, 1
17.468780, 46.582031, 1, 0
17.469100, 46.406250, 0, 0
17.469420, 46.230469, 0, 1
17.469820, 46.054688, 1, 1
17.470160, 45.878906, 1, 0
17.470480, 45.703125, 0, 0
17.470800, 45.527344, 0, 1
17.471200, 45.351562, 1, 1
17.471540, 45.175781, 1, 0
17.471840, 45.000000, 0, 0
17.472160, 44.824219, 0, 1
17.472540, 44.648438, 1, 1
17.472860, 44.472656, 1, 0
17.473160, 44.296875, 0, 0
17.473460, 44.121094, 0, 1
17.473840, 43.945312, 1, 1
17.474160, 43.769531, 1, 0
17.474460, 43.593750, 0, 0
17.474760, 43.417969, 0, 1
17.475140, 43.242188, 1, 1
17.475440, 43.066406, 1, 0
17.475760, 42.890625, 0, 0
17.476060, 42.714844, 0, 1
17.476420, 42.539062, 1, 1
